,user,description,followers,location,text
127,magarwal744,Chartered Accountant in making.,2,Lucknow,"@ashutoshgyanpur @narendramodi Generally, the message on the visitors book is written in advance as per the instruc… https://t.co/G0RRRdZ4nJ"
128,vikrams29549025,I am patriotic,0,,"@MEAIndia @narendramodi Proud to be an Indian,this is we called humanity, thanks to our PM as his thoughts for the neighbors 🙏"
129,premsp88,,140,,@Baghela_surjeet @narendramodi Right
130,parthmishra_hem,"Hemant Kumar born on 13th of December 2003 in bihar. 
Now in bangluru karnatak,india",10,,Do any one know where can I get the form for kcet and comedk Karnataka entrance exam @DrRPNishank @rashtrapatibhvn @narendramodi @PMOIndia
131,Nishhabaddy,A girl with many dreams...,10,,@saahhilbaddy GOI please 🙏 make our dreams come true.. let us see this in real @narendramodi @PMOIndia
132,DVSadanandGowda,"ಕನ್ನಡಿಗ Union Minister for Chemicals & Fertilizers. Former CM, Karnataka. MP from Bengaluru North",406867,,A sizeable young population is one of our core strengths. @narendramodi Govt. is leaving no stone unturned to provi… https://t.co/8GquHjl12S
133,pookey,,140,,"One of the largest Democracies in the world support murder Dictator. Shame on You India 👎👎
Are you looking only for… https://t.co/T7fUkLTShx"
134,GalJammuDi,"Updates on Jammu and Kashmir & other funny stuff/memes to keep your mood light n happy.
Our Insta handle:
https://t.co/quOX6jPegn
Views = Personal
RTs != Endor",630,,"#JammuKashmir
PM Narendra Modi wishes Nabeel Wani, #Udhampur boy, who topped All India Examination for Assistant Co… https://t.co/eg9ZJNiXp7"
135,shamimahmad612,"Social Servant ,
Social Lover♥️",436,Pulwama Kashmir,@DasguptaTukun @narendramodi Haha right 🤣
136,PravinBhangale1,,1,,"@narendramodi 
@CMOMaharashtra 
@imtiaz_jaleel 
@PMOIndia 
@abpmajhatv

Dear all sir, 
Please very kindly request f… https://t.co/3ykP6MNcOH"
137,BVkrupaShankar2,,3,,@narendramodi @AmitShah @JPNadda @BJP4India @BJP4Karnataka Your BJP army is asking for DKS resignation stupidly wit… https://t.co/1T2Jf4ItCS
138,IC_007,"Honest Indian, against corruption, unconstitutional behaviour, and errant public servants  in the Republic of India. I have no political affiliation. Jai Hind!",1,,"@narendramodi Narendra, you were explaining your role in the liberation of Bangladesh (for vote purposes)? What is… https://t.co/3ZOQGYgNhi"
139,ElukaNishanth,PA to President @BJP4Warangal |President | NSCRPS | Warangal Urban Dist.| Opinions are my own and not the veiws of my employer | Comments without Prejudice.,135,Warangal,"@PMOIndia @narendramodi ji committed to gift 109 ambulances to @Bangladesh.
Gifting #COVID19vaccines to Ambulances.… https://t.co/6GK0dECY29"
140,ravindrakumar46,all don't deserve forgiveness. divided we fall. hold hands with right people,589,"Bengaluru, India",@RamShanbhoge @PplOfIndia @narendramodi @ShashiTharoor Follow back pending 😊
141,AnupGup1611,haramiest Banda I know is meh😁,9,India,@narendramodi I think you should be addressed with the PM of BJP not India. Everytime we see u are on any event rel… https://t.co/uMDPzcONYF
142,Kumar41721769,"Save Democracy
@INC 🇮🇳 🇭🇲",9,"Melbourne, Victoria","@SpiritOfCongres @BJP4India and @narendramodi 
@drharshvardhan 
Governance takes all credit for 60,000 new cases of… https://t.co/9vfAoKKcoa"
143,saurabhkmr69,Proud Hindu Nationalist.,196,भारत,@Dilbagsandhu1 @DelhiPolice @Uppolice @GujaratPolice This person is enjoying violent protest against @narendramodi.… https://t.co/dTR1G4e7Ec
144,SarcasticViru,Principal of Imperial College of Sarcasm| Independent Satire News Outlet|Parody Editorial| Political Astrologist | Indian from South |,514,Nandigram,"@MEAIndia @narendramodi 1.2 Million doses in that small box? 

Rosgulla diya hoga😂"
145,sanju_gouda,"🚩Hindu Warrior🚩 
truth supporter.
ॐ साथ लोक नोउ खण्ड में गुरु से बड़ा ना कोई ॐ",3415,"Raichur, India",@AzaadBharatOrg @SadhviPragya_MP @madhukishwar @narendramodi @VanzaraDg @myogiadityanath @PMuralidharRao… https://t.co/NRJcisehDV
146,KalmadySandeep,,1,,@ShobhaBJP @BJP4India @narendramodi @PMOIndia @JPNadda @AmitShah @DilipGhoshBJP @TVMohandasPai @davidfrawleyved… https://t.co/8MbMbcOOfi
147,DrTangadvocate,ADVOCATE,1,"Chennai, India",@HRajaBJP @blsanthosh @Gen_VKSingh @amitmalviya @Murugan_TNBJP @narendramodi @AmitShah @JPNadda @BJP4India… https://t.co/JhsQsMk3T6
148,Maher_Unapur,"कट्टर विरोधी जाति-धर्म, जाति=भारतीय, धर्म=इंसानियत",446,India,@narendramodi What about sir 🤔🤔🤔🤔🤔 https://t.co/DRJ7PVtHMG
149,wokebong,Indian Hindu,657,India,"@PMBhutan @narendramodi As a gesture of thanks, please exempt Indians from paying SDF Tax for one more year."
150,Kaushik39934743,Observer !! Not a fan of politicians😉 Doing survey of Bengal elections currently.,4,,@KrishanuKar14 @poll_diary @BJP4Bengal @INCWestBengal @AITCofficial @DilipGhoshBJP @adhirrcinc @YashwantSinha… https://t.co/JBGkx3c5F5
151,shytigress,"Freelance Journalist, Writer, Animal Lover, Fearless Seeker of Truth. Every step I take in Light, is Mine Forever!",3833,🇨🇦🇮🇳🇺🇲🇮🇱,@JyotilaxmiK @nrajabpcla @keeranl @narendra52 @ArunDeshpande20 @bahuvirupak @sreeramjvc @neerangautam… https://t.co/E2SZOoLtYU
152,bulletprakasht,ಜಯಕರ್ನಾಟಕ ಸಂಘಟನೆ ಅಧ್ಯಕ್ಷ ಯಲಹಂಕ,21,,@ShakunthalaHS @narendramodi great
153,vrsubramanyam,Subramanyam,123,"Bengaluru, Karnataka",@Mahesh10816 Leaders should be assertive! Cowardness like @narendramodi will never bring changes
154,MohitSi51332532,Any day soon...therefore never,7,"Mumbai, India",@pratiba_sk @narendramodi He just did. Through you
155,Yatinj03,A man has no name.,102,New Delhi,"@narendramodi A few years later, Bangladesh will have a chapter in their history books titled ""go back Modi""
#Bangladesh @BJP4India"
156,Jaylirbaima,Jay Gurudev,71,,@AzaadBharatOrg @SadhviPragya_MP @madhukishwar @narendramodi @VanzaraDg @myogiadityanath @PMuralidharRao… https://t.co/5cu0WXTS2k
157,Prakash_9_12,mysticism,44,,@narendramodi @PMOIndia @AmitShahOffice @AmitShah @jpnadda @sarbanandsonwal I am BJP supporter but this is reality… https://t.co/AnbvVKLJ8P
158,ViramDewasi8,healty,0,,@pib_comm @narendramodi @rsprasad @IndiaPostOffice @airnewsalerts @DDNewslive @PIB_India @OfficeOfRSP @OfficeOfSDhotre Nice
159,Kanakdebnath7,"A soldier is always soldier/ Proud Indian / Nation First// Hate those who against Sanatan Dharma/🌷🌷'Learn to Love your culture, heritage'.",248,India,"@MediaHarshVT @BJP4India @BJP4Punjab @capt_amarinder @narendramodi @AmitShah @JPNadda Dangerous, pnb sarkaar should be sacked"
160,BhargavShahBJP,"Chowkidar Bhargav Shah BJP
BJPKaryakarta #FanOfModi #Hindu #Nationalist #Blogger 
Member of BJP IT-SM Department",771,AHMEDABAD,"Tomorrow 11:00 AM 
@narendramodi #MannKiBaat https://t.co/qiywM6wA1E"
161,RamShanbhoge,"Namaste Sadaa Vatsale Matru Bhoome
Twayaa Hindu Bhoome Sukham Vardhitoham
Mahaa Mangale Punya Bhoome Twadarthe
Patatwesha Kaayo Namaste Namaste🙏🙏🙏🙏",716,,@PplOfIndia @narendramodi @ShashiTharoor chamchas will always remain chamchas irrespective of how educated they are.
162,ArbaazA3146,Professional OverThinker😎,133,"Hyderabad, India",@thesridharsayz @JustinJ93849303 @PsychoViswa @sripaad125 @narendramodi Epic 😂 https://t.co/CeXlzqdfme
163,TAJofficial3,"Prody account of dipak dalal 
Follow me and get follow back",33,india,@sambitswaraj @narendramodi This would be ban for the election @ECISVEEP @satishacharya @Shehla_Rashid @Kirtishbhat @PJkanojia
164,d_m2424,"Mechanical Engineer|
NPIU Faculty (TEQIP- III)|
Assistant Professor|
MITS Gwalior|
#ISKCON",261,"Haryana, India","Kindly retain IISC/IIT/NIT graduates, postgraduates, Ph.D recruited by you awaiting for extension at Jantar Mantar.… https://t.co/FlWMmmxi7o"
165,OfficialJishu,"Official Twitter Account Of Jishu Mandal, an Musical Artist,Singer & YouTuber from West Bengal,India. Subscribe on YouTube - https://t.co/o1NO4YGEQ1",1573,"West Bengal, India",@narendramodi @PMOIndia Thanks to Google Translation 🙏🏻
166,TTvenkatesh1968,"लोकाः समस्ताः सुखिनो भवन्तु Nationalism is based on a shared identity, which in turn is dependent on shared history, heritage and culture.",266,Chennai,@Sendil24940620 @Mohan_aspirant @HRajaBJP @blsanthosh @Gen_VKSingh @amitmalviya @Murugan_TNBJP @narendramodi… https://t.co/UR9tr7L3sf
167,N34417196,Being Govern by mind  not emotions.Flexibile always for the cause of India.,20,"New Delhi, India",@dmayodhya @anujias09 @CMOfficeUP @UPGovt @myogiadityanath @narendramodi Very proud moment for us being native of A… https://t.co/k95e7QOjy2
168,NCJAIN80128790,,15,,@BapnaVijay @narendramodi @AmitShah @ChouhanShivraj We must take up with Govt of M P.
169,Adv_pcsharma,"Adv/RTI & Social Activist 1870+RTI's, Threats to Life, COVERING 170 Deptt. of GOI/12 States, Strong Supporters @Adv_pcsharma & pc_sharma60",310,Hamirpur HP Amritsar Punjab,@narendramodi Please think about Punjab BJP MLAs
170,RawalSain9,ramdevpura aarang,0,,@PMOIndia @narendramodi Nice
171,BoxerAshrafKhan,1STAR REFEREE & JUDGE OF BOXING FEDERATION OF INDIA,276,"Chandigarh, India","@KirenRijiju @AhmedMahloof @narendramodi Congratulations sir 👏👏👏
Many many happy returns of the day."
172,casarmans,Chartered Accountant .Practicing  in Trivandrum .Kerala. India,1151,India ,@ShashiTharoor @narendramodi Good gesture!
173,raghvrai,| Brand Marketer  | Proud Disciple of Sant Shri Asharamji Bapu  |  Advertising Sales । Digital MKTG ।,1761,,@AzaadBharatOrg @SadhviPragya_MP @madhukishwar @narendramodi @VanzaraDg @myogiadityanath @PMuralidharRao… https://t.co/jemUodkH93
174,Kalpesh_Yadav_,"😭😭मुस्लिम प्यार का जूठा नाटक कर रहे हैं 😭😭मुस्लिम अपना धर्म छिपा रहे है, अपना झूठा नाम बता रहे हैं,😭😭और दूसरे धर्म की लड़कियों को फसा रहे हैं,😭😭",41,India,"@RahulKU31491910 @aksmagicman @narendramodi Pagal he kya?? Becha nai he, lease par diya he, kuchh sher hi, agar pri… https://t.co/wsBDPbZxg3"
175,zappy_dee,Eternal rocker,239,Bombay,@JassiKhangura @narendramodi As you say A BRIDGE TOO FAR
176,inder173,,18,Melbourne,@CMOPb @capt_amarinder @narendramodi #punjab has become joke under #congress rule ..
177,whiskins63,Mauritius Brahmin. 4 Georges street  Mauritius.CHATEAU WADIH Wineyard Limited.      Kyori Oremin wineyard. Mauritius & Ireland. Hinduja Courteous Family.,352,"Sirmaur, India",@kaashimishra @narendramodi Sister Jaylalitha is not alive. But your views r nice.
178,creativerajiv,"You want peace, prepare for war",0,Guns N Roses,where we could find out #Ajitdoval and his son ?? @narendramodi @AmitShah @DrMohanBhagwat !!
179,S_k_chaudhary,"Jadi Tor Dak Shune Keu na aase, 
Tobe Tumi Ekla Chalo re
Ekla Chalo, Ekla Chalo, 
Ekla Chalo, Ekla Chalo re.

Teacher by profession. Retweets r not endorsement.",597,"Jalpaiguri, India","@narendramodi is the first PM to campaign for West Bengal elections in Bangladesh.
#NoVoteToBJP #BengalRejectBJP #BengalRejectsBJP"
180,akashsi94962211,"I'm a science student, I don't vibe, I resonate 🤫",18,"Sultanpur, India",@VatsaAmbar @NitishKumar @narendramodi @ravishndtv Look into this serious issue @NitishKumar @narendramodi  @aajtak
181,Ankush37587376,,0,,@DrRPNishank @narendramodi Sir please postpone board exam of class 12 till June
182,AvnishArora6,,202,"New Delhi, India",@MediaHarshVT @BJP4India @BJP4Punjab @capt_amarinder @narendramodi @AmitShah @JPNadda It is totally shameful incide… https://t.co/QHqnImrloQ
183,sastha76,"Interested in Spirituality, Social Service, Aviation, Sports, Economy, Politics & Economy",16,,@sampathsun @vikranthprasann @n_shekar @sumanthraman @PrashantKishor @narendramodi @AmitShah @mkstalin… https://t.co/kXJMgE3N6K
184,pareshnawab,,5,,"@MEAIndia @narendramodi @PMOIndia 
Modiji where is mask???"
185,dasoumendu,A Curious Mind,233,India,"@ShashiTharoor @narendramodi Wether u admit or do not, it does not matter to a stoic &amp; sthitaprajna like PM. You be… https://t.co/v1xPyDSnKf"
186,guptab02,,110,Delhi,"@AamAadmiParty @ArvindKejriwal @msisodia 
@BJP4India @narendramodi 

Don't know what's going on with education in D… https://t.co/yZktbjmaAq"
187,unapologetic_hi,: भारतीय :🇮🇳,55,INDIA,@narendramodi Waiting for @theskindoctor13's comment on this tweet
188,singhdushy27,"Conscience Pricker to Show The Mirror 
                         Likes Retweets are Not Endorsements",513,"Jaipur, India",@ambkcsingh Sifar Safeer कृष्ण चंद्र @ambkcsingh and his version of Democracy is nothing but Sikhi Mindset that Tar… https://t.co/2iGJqSxAZJ
189,bhounpoo,"#भौंपू📢 जन गण के मन की आवाज़, आपको सुनना ही पड़ेगा सरकार! appreciate similarities, respect differences & value your opinion. RT ≠ Endorsement",2864,"down to earth, globally local",@Samar_Indra @narendramodi @RSSorg @BJP4India @capt_amarinder you must resign #अमरिंदरसिंहइस्तीफ़ादो
190,KrishanuKar14,"Bengali Hindu | NLUA Grad | UPSC Aspirant | Followed by @narendramodi_in | Following WB politics -2004|English, Bangla,Hindi,Axomiya|",1033,"Raiganj, Uttar Dinajpur",@poll_diary @BJP4Bengal @INCWestBengal @AITCofficial @DilipGhoshBJP @adhirrcinc @YashwantSinha @sayantanbera… https://t.co/h8Dpi4tv8R
191,ArbaazA3146,Professional OverThinker😎,133,"Hyderabad, India",@PsychoViswa @ms_sunshine59 @narendramodi Ache Din https://t.co/cpBaImAoQa
192,SHIVAMV91870455,"नमस्ते सदा वत्सले मातृभूमि 🙏🙏

एको अहं द्वितीयो नास्ति न भूतो न भविष्यति |

अर्थात एक मैं ही हु बाकी सब मिथ्या है न मेरे जैसा कोई आया न आ सकेगा|",69,,"@kammogyan @Fatima492090 @hassan_j92 @ARanganathan72 @narendramodi Bro she will not accept it 
And she is trying to… https://t.co/FLFkSwyzyV"
193,BAlIFpPnk9CITUH,बेरोजगार,1,,"@NeetuSh36448749 @priyankay_y @VikasGu25991531 #add22000in69000
@rashtrapatibhvn @narendramodi @myogiadityanath… https://t.co/3vPy9rcmvI"
194,tjreddy67,,38,,@PavanjitMane1 @nitin_gadkari @ArvindKejriwal @RahulGandhi @narendramodi Yogi ji name missing
195,deeps0904,,545,🤷‍♀️,"@Kunthavi5 @Symbianian @narendramodi Yes. Whatever venduthal led to this, am sure ummachi will understand. Please trim your beard sir 🙏."
196,PBNS_India,"Digital News Service of India’s Public Broadcaster - Breaking Alerts, Digests & curated Developing Stories from across the Globe.Also on https://t.co/q7eM98YxLj",67406,,PM @narendramodi had meeting with Bangladesh President Abdul Hamid. https://t.co/voSQU4ritt
197,kuldeepkumar14,"TEQIP Faculty as Assistant Professor( world bank sponsored) IITian 
Educationist, Traveling lover, Sober nature,",417,Bikaner,@DrRPNishank @narendramodi Honorable HRD minister kindly mention the TEQIP III faculties in your tweets. And Kindly… https://t.co/xHhe6sCEde
198,namostumaha,,418,Chennai,"@goyalsanjeev @PunjabPoliceInd @narendramodi @narendramodi and his HM have no shame, they want only votes while the… https://t.co/DdKzunblt1"
199,AnilPatna123,financial annalist https://t.co/x8sfAyd6bk,13,patna,@narendramodi @PMOIndia Pl clean yr train toilet 9334498811
200,SiddharthGilan6,,36,,@MEAIndia @narendramodi How Government of India under the leadership of @PMOIndia Modi ji allows the Torture of Ind… https://t.co/HaAt6TzCIF
